"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 05:35:00";"2";"0";"55";"1,15";"4194304";"153092";"3,65";"0";"2";"50";"0";"0"
"05.11.2015 05:40:00";"2";"0";"49";"1,04";"4194304";"175741";"4,19";"0";"2";"50";"0";"0"
"05.11.2015 05:45:00";"2";"0";"50";"1,05";"4194304";"169869";"4,05";"0";"1";"50";"0";"0"
"05.11.2015 05:50:00";"2";"0";"49";"1,02";"4194304";"276405";"6,59";"0";"1";"50";"0";"0"
"05.11.2015 05:55:00";"2";"0";"50";"1,04";"4194304";"197971";"4,72";"0";"3";"50";"0";"0"
"05.11.2015 06:00:00";"2";"0";"52";"1,1";"4194304";"234462";"5,59";"0";"1";"50";"0";"0"
"05.11.2015 06:05:00";"2";"0";"53";"1,11";"4194304";"186647";"4,45";"0";"2";"50";"0";"0"
"05.11.2015 06:10:00";"2";"0";"54";"1,13";"4194304";"217684";"5,19";"0";"1";"50";"0";"0"
"05.11.2015 06:15:00";"2";"0";"54";"1,13";"4194304";"203424";"4,85";"0";"1";"50";"0";"0"
"05.11.2015 06:20:00";"2";"0";"54";"1,14";"4194304";"147640";"3,52";"0";"1";"50";"0";"0"
"05.11.2015 06:25:00";"2";"0";"62";"1,31";"4194304";"226073";"5,39";"0";"3";"50";"0";"0"
"05.11.2015 06:30:00";"2";"0";"56";"1,18";"4194304";"236978";"5,65";"0";"1";"50";"0";"0"
"05.11.2015 06:35:00";"2";"0";"62";"1,29";"4194304";"184130";"4,39";"0";"2";"50";"0";"0"
"05.11.2015 06:40:00";"2";"0";"55";"1,16";"4194304";"287310";"6,85";"0";"2";"50";"0";"0"
"05.11.2015 06:45:00";"2";"0";"55";"1,17";"4194304";"214748";"5,12";"0";"1";"50";"0";"0"
"05.11.2015 06:50:00";"2";"0";"56";"1,17";"4194304";"156028";"3,72";"0";"1";"50";"0";"0"
"05.11.2015 06:55:00";"2";"0";"55";"1,15";"4194304";"200907";"4,79";"0";"1";"50";"0";"0"
"05.11.2015 07:00:00";"2";"0";"53";"1,12";"4194304";"195035";"4,65";"0";"1";"50";"0";"0"
